gene	chr	X5SS	X3SS	strand	exon_go1	exon_go2	AFEPSI_go1	AFEPSI_go2	width	CPAbP	U1_dependent_CPAbP
ENSG00000100225	22	32475124	32475237	+	22:32474676-32475124	22:32475237-32475398	0.67920070176469	0.141916241943202	113	N	N
ENSG00000100281	22	35257557	35261854	+	22:35257452-35257557	22:35261854-35262421	0.174275671123813	0.353443734566077	4297	Y	N
ENSG00000100354	22	40044998	40177925	+	22:40044817-40044998	22:40177925-40178140	0.482758620689655	0.879310344827586	132927	Y	N
ENSG00000100416	22	46331732	46335401	+	22:46330875-46331732	22:46335401-46335846	0.469648194452502	0.530351805547498	3669	Y	N
ENSG00000100578	14	58428463	58432388	+	14:58427684-58428463	14:58432388-58432457	0.870689655172414	0.517241379310345	3925	Y	N
ENSG00000100722	14	88563169	88596734	+	14:88562970-88563169	14:88596734-88596808	0.936526479750779	0.380841121495327	33565	Y	Y
ENSG00000100764	14	90256600	90259160	+	14:90256527-90256600	14:90259160-90259213	0.0370596417489579	0.0459183673469388	2560	N	N
ENSG00000100852	14	32077436	32090502	+	14:32077074-32077436	14:32090502-32094386	0.220097171904401	0.874891173083944	13066	Y	N
ENSG00000100890	14	35122501	35122547	+	14:35122303-35122501	14:35122547-35122910	0.0852713178294574	0.98578811369509	46	N	N
ENSG00000100941	14	39175392	39179002	+	14:39175183-39175392	14:39179002-39179246	0.723144232900181	0.477056906463681	3610	Y	N
ENSG00000100982	20	45934804	45938981	+	20:45934683-45934804	20:45938981-45939123	0.861607142857143	0.553571428571429	4177	Y	N
ENSG00000101161	20	63981316	63993407	+	20:63981132-63981316	20:63993407-63993485	0.71319791795374	0.49176327344533	12091	N	N
ENSG00000101181	20	62183057	62193416	+	20:62183029-62183057	20:62193416-62194053	0.131317163125797	0.902370780136614	10359	Y	N
ENSG00000101189	20	62796671	62798975	+	20:62796473-62796671	20:62798975-62799049	0.490268901581627	0.509731098418373	2304	Y	N
ENSG00000101224	20	3796731	3800288	+	20:3795739-3796731	20:3800288-3800329	0.893258426966292	0.426966292134831	3557	N	N
ENSG00000101255	20	381169	381246	+	20:381021-381169	20:381246-381500	0.992872807017544	0.0427631578947368	77	N	N
ENSG00000101290	20	5127149	5185758	+	20:5126879-5127149	20:5185758-5185826	0.903061224489796	0.581632653061224	58609	Y	N
ENSG00000101333	20	9068903	9338008	+	20:9068763-9068903	20:9338008-9338067	0.923913043478261	0.456521739130435	269105	Y	N
ENSG00000101363	20	37297534	37298763	+	20:37296896-37297534	20:37298763-37298879	0.594580304031725	0.936792244987883	1229	Y	N
ENSG00000101558	18	9914335	9914613	+	18:9914002-9914335	18:9914613-9915065	0.984409504968715	0.0480079131394921	278	N	N
ENSG00000101639	18	12991437	12999421	+	18:12991362-12991437	18:12999421-12999588	0.868888888888889	0.786666666666667	7984	N	N
ENSG00000101773	18	22933564	22933826	+	18:22933328-22933564	18:22933826-22934264	0.36952835287069	0.63047164712931	262	N	N
ENSG00000101849	X	9463462	9465058	+	X:9463295-9463462	X:9465058-9465447	0.152173913043478	0.96195652173913	1596	N	N
ENSG00000101888	X	109537021	109537118	+	X:109536876-109537021	X:109537118-109537270	0.950892857142857	0.598214285714286	97	N	N
ENSG00000101911	X	12791619	12809234	+	X:12791355-12791619	X:12809234-12809332	0.706383658382249	0.50763069318575	17615	Y	Y
ENSG00000101966	X	123859905	123860027	+	X:123859724-123859905	X:123860027-123860545	0.22561919504644	0.664086687306502	122	N	N
ENSG00000101972	X	123960942	123961314	+	X:123960519-123960942	X:123961314-123961435	0.321390121869769	0.245283018867925	372	N	N
ENSG00000102081	X	147912230	147921933	+	X:147911951-147912230	X:147921933-147921985	0.249098974141766	0.203695925139765	9703	Y	N
ENSG00000102144	X	77910835	78104248	+	X:77910739-77910835	X:78104248-78104405	0.0120707135928864	0.990817941869299	193413	Y	Y
ENSG00000102221	X	46912340	46912421	+	X:46912276-46912340	X:46912421-46912719	0.157657657657658	0.933558558558559	81	N	N
ENSG00000102225	X	47218664	47218681	+	X:47218233-47218664	X:47218681-47219105	0.0630347621686347	0.936965237831365	17	N	N
ENSG00000102241	X	136497439	136497592	+	X:136497079-136497439	X:136497592-136497870	0.11898627129504	0.90064214910297	153	N	N
ENSG00000102316	X	54808433	54809060	+	X:54808338-54808433	X:54809060-54809376	0.864661654135338	0.81203007518797	627	N	N
ENSG00000102531	13	48976177	48976609	+	13:48975912-48976177	13:48976609-48976917	0.45701728138774	0.54298271861226	432	N	N
ENSG00000102858	16	4625048	4665099	+	16:4624824-4625048	16:4665099-4665151	0.909356725146199	0.543859649122807	40051	Y	N
ENSG00000102898	16	67846985	67847161	+	16:67846923-67846985	16:67847161-67847566	0.971235329917132	0.0864217960244834	176	N	N
ENSG00000102908	16	69566374	69646517	+	16:69565094-69566374	16:69646517-69646578	0.944444444444444	0.333333333333333	80143	Y	Y
ENSG00000102967	16	72008785	72008801	+	16:72008588-72008785	16:72008801-72009147	0.505745994221172	0.494254005778828	16	N	N
ENSG00000102974	16	67562724	67570741	+	16:67562467-67562724	16:67570741-67571264	0.407450270242576	0.796450438977282	8017	Y	Y
ENSG00000103005	16	58001588	58018972	+	16:58001405-58001588	16:58018972-58019055	0.627525064257504	0.502738093637233	17384	Y	Y
ENSG00000103175	16	84295492	84316057	+	16:84294846-84295492	16:84316057-84319571	0.880055788005579	0.719665271966527	20565	Y	N
ENSG00000103197	16	2048065	2048587	+	16:2047967-2048065	16:2048587-2048753	1	1	522	N	N
ENSG00000103202	16	397313	401947	+	16:397192-397313	16:401947-402043	0.771290662917708	0.228709337082292	4634	Y	N
ENSG00000103226	16	16232831	16247395	+	16:16232528-16232831	16:16247395-16247467	0.600206162897137	0.103814909883099	14564	N	N
ENSG00000103260	16	715393	715584	+	16:715118-715393	16:715584-715984	0.531899350649351	0.799025974025974	191	N	N
ENSG00000103274	16	10743882	10755721	+	16:10743786-10743882	16:10755721-10755753	0.930348258706468	0.417910447761194	11839	Y	N
ENSG00000103275	16	1309419	1309635	+	16:1308880-1309419	16:1309635-1309773	0.0315542558992754	0.896467938383779	216	N	N
ENSG00000103326	16	528029	533946	+	16:527712-528029	16:533946-533998	0.89922480620155	0.604651162790698	5917	N	N
ENSG00000103472	16	29084768	29097132	+	16:29084639-29084768	16:29097132-29097316	0.661227661227661	0.501165501165501	12364	N	N
ENSG00000103495	16	29806180	29806529	+	16:29806106-29806180	16:29806529-29806893	0.0585069182705999	0.966045892870105	349	N	N
ENSG00000103507	16	31108479	31108484	+	16:31108294-31108479	16:31108484-31108766	0.645273339598997	0.354726660401003	5	N	N
ENSG00000103512	16	14841407	14844674	+	16:14841362-14841407	16:14844674-14844774	0.184751875518321	0.744396396463755	3267	N	N
ENSG00000103855	15	73684460	73699586	+	15:73684269-73684460	15:73699586-73699718	0.872549019607843	0.764705882352941	15126	Y	N
ENSG00000104131	15	44537427	44550683	+	15:44537324-44537427	15:44550683-44550930	0.312846085711939	0.79400641138446	13256	Y	N
ENSG00000104164	15	45587525	45587560	+	15:45587214-45587525	15:45587560-45587876	0.985677083333333	0.0859375	35	N	N
ENSG00000104218	8	67064496	67115914	+	8:67064368-67064496	8:67115914-67116122	0.813218390804598	0.620689655172414	51418	Y	N
ENSG00000104549	8	124999694	124999900	+	8:124998497-124999694	8:124999900-125000071	0.469300782652485	0.0105263157894737	206	N	N
ENSG00000104611	8	19313823	19313976	+	8:19313693-19313823	8:19313976-19314079	0.428752560018205	0.571247439981795	153	N	N
ENSG00000104660	8	30095528	30164111	+	8:30095408-30095528	8:30164111-30164175	0.630927881791952	0.369072118208048	68583	Y	Y
ENSG00000104671	8	30156406	30164111	+	8:30156319-30156406	8:30164111-30164175	0.301606876512829	0.698393123487171	7705	Y	N
ENSG00000104679	8	23288157	23288184	+	8:23287908-23288157	8:23288184-23288275	0.961213264183561	0.118843312902719	27	N	N
ENSG00000104728	8	1824113	1905571	+	8:1823926-1824113	8:1905571-1905716	0.726821789321789	0.649891774891775	81458	Y	N
ENSG00000104880	19	7395247	7453467	+	19:7395113-7395247	19:7453467-7453715	0.639743877959297	0.485256122040703	58220	Y	Y
ENSG00000105171	19	29606489	29608657	+	19:29606283-29606489	19:29608657-29609242	0.636121011236409	0.439498500371915	2168	Y	N
ENSG00000105176	19	29942664	30009005	+	19:29942239-29942664	19:30009005-30009353	0.435022041049249	0.676797686841907	66341	Y	Y
ENSG00000105185	19	32581327	32581526	+	19:32581190-32581327	19:32581526-32581700	0.853275063950434	0.146724936049566	199	N	N
ENSG00000105248	19	4247170	4258242	+	19:4247080-4247170	19:4258242-4258423	0.932038834951456	0.271844660194175	11072	Y	Y
ENSG00000105321	19	47256609	47257532	+	19:47256523-47256609	19:47257532-47257909	0.936781609195402	0.379310344827586	923	N	N
ENSG00000105323	19	41262582	41264372	+	19:41262496-41262582	19:41264372-41264798	0.129799705021977	0.65817059844233	1790	Y	N
ENSG00000105325	19	3506474	3522956	+	19:3506273-3506474	19:3522956-3523058	0.688954099877992	0.750389162354327	16482	Y	N
ENSG00000105372	19	41860445	41860446	+	19:41860255-41860445	19:41860446-41860494	0.40037572876522	0.0102616906250944	1	N	N
ENSG00000105393	19	17267527	17275777	+	19:17267376-17267527	19:17275777-17275825	0.896194571600314	0.253803116474777	8250	Y	N
ENSG00000105429	19	42326430	42335035	+	19:42325609-42326430	19:42335035-42335215	0.823529411764706	1	8605	Y	N
ENSG00000105607	19	12891395	12891487	+	19:12891160-12891395	19:12891487-12891974	0.36640107158639	0.863259500662837	92	N	N
ENSG00000105618	19	54115797	54115809	+	19:54115410-54115797	19:54115809-54115872	0.0745682234455903	0.0671602529025922	12	N	N
ENSG00000105700	19	18557949	18567132	+	19:18557762-18557949	19:18567132-18567318	0.430846978099211	0.569153021900789	9183	Y	N
ENSG00000105738	19	37907358	38173626	+	19:37907208-37907358	19:38173626-38173672	0.41333358666464	0.58666641333536	266268	Y	N
ENSG00000105778	7	32495802	32553727	+	7:32495426-32495802	7:32553727-32553767	0.948924731182796	0.306451612903226	57925	Y	Y
ENSG00000105819	7	103297953	103304411	+	7:103297435-103297953	7:103304411-103304490	0.879142300194932	0.725146198830409	6458	Y	N
ENSG00000105856	7	107169185	107186361	+	7:107168961-107169185	7:107186361-107186472	0.886524822695035	0.680851063829787	17176	Y	N
ENSG00000105926	7	24573593	24620052	+	7:24573268-24573593	7:24620052-24620220	0.280508833348688	0.383009842372874	46459	Y	Y
ENSG00000105948	7	139133860	139168344	+	7:139133744-139133860	7:139168344-139168581	0.881578947368421	0.710526315789474	34484	Y	N
ENSG00000105976	7	116672577	116771849	+	7:116672196-116672577	7:116771849-116771989	0.415536273480175	0.584463726519825	99272	Y	Y
ENSG00000106028	7	141738593	141738600	+	7:141738334-141738593	7:141738600-141738998	0.978378685022384	0.028163371052382	7	N	N
ENSG00000106086	7	30028802	30060884	+	7:30028361-30028802	7:30060884-30060942	0.863157894736842	0.547368421052632	32082	Y	N
ENSG00000106144	7	143288529	143289588	+	7:143288215-143288529	7:143289588-143289656	0.91134330267023	0.0886566973297698	1059	N	N
ENSG00000106268	7	2242256	2242259	+	7:2242222-2242256	7:2242259-2243048	0.333582937016036	0.569690872507774	3	N	N
ENSG00000106367	7	101154517	101154525	+	7:101154456-101154517	7:101154525-101154652	0.591844732455197	0.408155267544803	8	N	N
ENSG00000106692	9	105558165	105573655	+	9:105558130-105558165	9:105573655-105573746	0.766666666666667	0.7	15490	Y	N
ENSG00000106799	9	99105302	99128836	+	9:99105111-99105302	9:99128836-99129100	0.164556962025316	0.958860759493671	23534	Y	N
ENSG00000106993	9	4685475	4701864	+	9:4684877-4685475	9:4701864-4702028	0.790322580645161	0.419354838709677	16389	Y	Y
ENSG00000107779	10	86756919	86912240	+	10:86756601-86756919	10:86912240-86912384	0.723372337233723	0.833783378337834	155321	Y	N
ENSG00000107819	10	101031534	101032314	+	10:101031234-101031534	10:101032314-101032482	0.168083495113134	0.862795527067434	780	N	N
ENSG00000107937	10	988527	1007018	+	10:988434-988527	10:1007018-1007320	0.654397920001916	0.345602079998084	18491	Y	N
ENSG00000107949	10	125823722	125825494	+	10:125823546-125823722	10:125825494-125826665	0.83502538071066	0.65989847715736	1772	N	N
ENSG00000107954	10	103555413	103584536	+	10:103555232-103555413	10:103584536-103585225	0.584269662921348	0.915730337078652	29123	Y	Y
ENSG00000108021	10	5685175	5699448	+	10:5684838-5685175	10:5699448-5699737	0.95628078817734	0.105295566502463	14273	Y	N
ENSG00000108055	10	110567831	110581923	+	10:110567691-110567831	10:110581923-110582098	0.263574697963812	0.317500888090853	14092	Y	N
ENSG00000108349	17	40140779	40140842	+	17:40140318-40140779	17:40140842-40141547	0.925847457627119	0.296610169491525	63	N	N
ENSG00000108406	17	59565783	59579697	+	17:59565558-59565783	17:59579697-59579879	0.540719396335286	0.459280603664714	13914	Y	N
ENSG00000108424	17	47650284	47651196	+	17:47649919-47650284	17:47651196-47651376	0.988775510204082	0.0224489795918367	912	N	N
ENSG00000108448	17	18699275	18722023	+	17:18697998-18699275	17:18722023-18722332	0.0626524326532499	0.93734756734675	22748	Y	N
ENSG00000108846	17	50634981	50683949	+	17:50634814-50634981	17:50683949-50684107	0.926666666666667	0.44	48968	Y	N
ENSG00000108946	17	68512142	68512379	+	17:68511780-68512142	17:68512379-68512579	0.0786792756452826	0.856731249952883	237	N	N
ENSG00000108984	17	69415000	69517500	+	17:69414697-69415000	17:69517500-69517613	0.9	0.6	102500	Y	Y
ENSG00000109111	17	28662342	28674283	+	17:28662198-28662342	17:28674283-28674441	0.296468033820197	0.369627507163324	11941	Y	Y
ENSG00000109184	4	51843267	51843541	+	4:51843000-51843267	4:51843541-51843742	0.930360408582006	0.166465944065302	274	N	N
ENSG00000109534	4	109815804	109815828	+	4:109815635-109815804	4:109815828-109816005	0.176924515184796	0.101449275362319	24	N	N
ENSG00000109536	4	189941071	189960748	+	4:189940870-189941071	4:189960748-189960839	0.491622359799353	0.647076270337633	19677	Y	N
ENSG00000109572	4	169621063	169660062	+	4:169620526-169621063	4:169660062-169660448	0.821508154985579	0.178491845014421	38999	Y	N
ENSG00000109625	4	8592921	8614359	+	4:8592660-8592921	4:8614359-8614498	0.907801418439716	0.553191489361702	21438	Y	N
ENSG00000109756	4	159104231	159228254	+	4:159103013-159104231	4:159228254-159228357	0.242319363229141	0.453387478576341	124023	Y	Y
ENSG00000109929	11	121292816	121303366	+	11:121292681-121292816	11:121303366-121305710	0.588709677419355	0.970430107526882	10550	Y	N
ENSG00000110002	11	124116680	124117367	+	11:124115404-124116680	11:124117367-124117554	0.532270502436008	0.637372354706849	687	Y	N
ENSG00000110042	11	59172806	59191114	+	11:59172132-59172806	11:59191114-59191175	0.351351351351351	0.824324324324324	18308	Y	N
ENSG00000110080	11	126355842	126355894	+	11:126355640-126355842	11:126355894-126356302	0.882738758825715	0.190932738758826	52	N	N
ENSG00000110422	11	33257889	33258331	+	11:33257381-33257889	11:33258331-33258690	0.661423200859291	0.338576799140709	442	N	N
ENSG00000110514	11	47269906	47270148	+	11:47269672-47269906	11:47270148-47270246	0.615420451898439	0.568640315010581	242	N	N
ENSG00000110717	11	68030733	68030743	+	11:68030617-68030733	11:68030743-68030961	0.576033352159556	0.423966647840444	10	N	N
ENSG00000110719	11	68039119	68042946	+	11:68039025-68039119	11:68042946-68043653	0.886904761904762	0.678571428571429	3827	N	N
ENSG00000111057	12	52948938	52949118	+	12:52948871-52948938	12:52949118-52949590	0.00594421582075903	0.994055784179241	180	N	N
ENSG00000111252	12	111406277	111446753	+	12:111405923-111406277	12:111446753-111446854	1	1	40476	Y	Y
ENSG00000111275	12	111767096	111783158	+	12:111766887-111767096	12:111783158-111783298	0.926315789473684	0.442105263157895	16062	Y	N
ENSG00000111325	12	122975121	122975220	+	12:122974580-122975121	12:122975220-122975383	1	1	99	N	N
ENSG00000111481	12	54325181	54325202	+	12:54325083-54325181	12:54325202-54325276	0.644695788807054	0.355304211192946	21	N	N
ENSG00000111490	12	64781286	64843380	+	12:64780516-64781286	12:64843380-64843485	0.853448275862069	0.586206896551724	62094	Y	Y
ENSG00000111540	12	55974139	55989947	+	12:55974074-55974139	12:55989947-55990218	0.357132467385587	0.642867532614413	15808	Y	N
ENSG00000111596	12	70243480	70310895	+	12:70242994-70243480	12:70310895-70311017	0.891350210970464	0.651898734177215	67415	Y	N
ENSG00000111640	12	6534661	6534754	+	12:6534512-6534661	12:6534754-6535141	0.506907505604257	0.432610626536826	93	N	N
ENSG00000111669	12	6867681	6869099	+	12:6867119-6867681	12:6869099-6869183	0.704345892339637	0.709416142252182	1418	Y	N
ENSG00000111788	12	9294518	9298421	+	12:9294432-9294518	12:9298421-9298528	0.541871921182266	0.296703296703297	3903	N	N
ENSG00000111846	6	10521417	10521420	+	6:10521283-10521417	6:10521420-10521594	0.149532710280374	0.114110480640854	3	N	N
ENSG00000111912	6	125781371	125790940	+	6:125781161-125781371	6:125790940-125791067	0.0573680124503067	0.0951038868109809	9569	Y	N
ENSG00000112110	6	159790060	159790467	+	6:159789812-159790060	6:159790467-159790787	0.32645562851454	0.67354437148546	407	N	N
ENSG00000112130	6	37354275	37376926	+	6:37353979-37354275	6:37376926-37377033	0.45536506219565	0.54463493780435	22651	Y	N
ENSG00000112149	6	14117848	14131520	+	6:14117772-14117848	6:14131520-14131748	0.799065420560748	0.803738317757009	13672	Y	N
ENSG00000112245	6	63528084	63563466	+	6:63527819-63528084	6:63563466-63563512	0.774990043807248	0.450019912385504	35382	Y	N
ENSG00000112306	6	132814613	132814732	+	6:132814569-132814613	6:132814732-132814782	0.114645183924262	0.102661495965301	119	N	N
ENSG00000112319	6	133240837	133241351	+	6:133240598-133240837	6:133241351-133241749	0.0679935252277919	0.959298256543192	514	N	N
ENSG00000112367	6	109691501	109738325	+	6:109691312-109691501	6:109738325-109738453	0.907407407407407	0.555555555555556	46824	Y	Y
ENSG00000112414	6	142302331	142302621	+	6:142301854-142302331	6:142302621-142302739	0.754007011372542	0.393895858384632	290	N	N
ENSG00000112419	6	143537207	143677965	+	6:143536845-143537207	6:143677965-143678209	0.25	0.9375	140758	Y	Y
ENSG00000112701	6	75602576	75702645	+	6:75601509-75602576	6:75702645-75703072	0.88255033557047	0.469798657718121	100069	Y	Y
ENSG00000112759	6	44219782	44223559	+	6:44219553-44219782	6:44223559-44223641	0.196967397415029	0.762963878693312	3777	N	N
ENSG00000112787	12	132490861	132508153	+	12:132489551-132490861	12:132508153-132508350	0.249279567616231	0.553893807662652	17292	Y	N
ENSG00000112984	5	138179845	138184239	+	5:138179112-138179845	5:138184239-138184404	0.936913145539906	0.378521126760563	4394	Y	Y
ENSG00000112992	5	43603004	43603163	+	5:43602692-43603004	5:43603163-43603487	0.338606398959021	0.661393601040979	159	N	N
ENSG00000112996	5	44809563	44811009	+	5:44808947-44809563	5:44811009-44811154	0.203484123228925	0.796515876771075	1446	Y	Y
